iter	Passed	Remaining
928	1505	115
929	1511	113
930	1513	112
931	1514	110
932	1516	108
933	1517	107
934	1518	105
935	1519	103
936	1520	102
937	1522	100
938	1523	98
939	1524	97
940	1525	95
941	1526	94
942	1527	92
943	1528	90
944	1529	89
945	1530	87
946	1531	85
947	1532	84
948	1533	82
949	1534	80
950	1535	79
951	1536	77
952	1537	75
953	1538	74
954	1539	72
955	1540	70
956	1541	69
957	1542	67
958	1546	66
959	1547	64
960	1548	62
961	1549	61
962	1550	59
963	1551	57
964	1552	56
965	1553	54
966	1554	53
967	1555	51
968	1557	49
969	1558	48
970	1559	46
971	1560	44
972	1561	43
973	1562	41
974	1563	40
975	1565	38
976	1566	36
977	1567	35
978	1568	33
979	1569	32
980	1570	30
981	1571	28
982	1572	27
983	1573	25
984	1574	23
985	1576	22
986	1577	20
987	1578	19
988	1579	17
989	1580	15
990	1582	14
991	1583	12
992	1584	11
993	1585	9
994	1586	7
995	1587	6
996	1589	4
997	1590	3
998	1591	1
999	1592	0
